frame,ep_length,done,term_reason,root_z,root_ref_z,root_z_err,root_roll,root_pitch,root_yaw,root_ref_roll,root_ref_pitch,root_ref_yaw,root_lin_err,root_ang_err,q_ref_L_HipRoll_Joint,q_ref_L_HipPitch_Joint,q_ref_L_HipYaw_Joint,q_ref_L_Knee_Joint,q_ref_L_AnklePitch_Joint,q_ref_L_AnkleRoll_Joint,q_ref_R_HipRoll_Joint,q_ref_R_HipPitch_Joint,q_ref_R_HipYaw_Joint,q_ref_R_Knee_Joint,q_ref_R_AnklePitch_Joint,q_ref_R_AnkleRoll_Joint,q_ref_WaistYaw_Joint,q_cur_L_HipRoll_Joint,q_cur_L_HipPitch_Joint,q_cur_L_HipYaw_Joint,q_cur_L_Knee_Joint,q_cur_L_AnklePitch_Joint,q_cur_L_AnkleRoll_Joint,q_cur_R_HipRoll_Joint,q_cur_R_HipPitch_Joint,q_cur_R_HipYaw_Joint,q_cur_R_Knee_Joint,q_cur_R_AnklePitch_Joint,q_cur_R_AnkleRoll_Joint,q_cur_WaistYaw_Joint,q_err_L_HipRoll_Joint,q_err_L_HipPitch_Joint,q_err_L_HipYaw_Joint,q_err_L_Knee_Joint,q_err_L_AnklePitch_Joint,q_err_L_AnkleRoll_Joint,q_err_R_HipRoll_Joint,q_err_R_HipPitch_Joint,q_err_R_HipYaw_Joint,q_err_R_Knee_Joint,q_err_R_AnklePitch_Joint,q_err_R_AnkleRoll_Joint,q_err_WaistYaw_Joint,torque_L_HipRoll_Joint,torque_L_HipPitch_Joint,torque_L_HipYaw_Joint,torque_L_Knee_Joint,torque_L_AnklePitch_Joint,torque_L_AnkleRoll_Joint,torque_R_HipRoll_Joint,torque_R_HipPitch_Joint,torque_R_HipYaw_Joint,torque_R_Knee_Joint,torque_R_AnklePitch_Joint,torque_R_AnkleRoll_Joint,torque_WaistYaw_Joint,action_L_HipRoll_Joint,action_L_HipPitch_Joint,action_L_HipYaw_Joint,action_L_Knee_Joint,action_L_AnklePitch_Joint,action_L_AnkleRoll_Joint,action_R_HipRoll_Joint,action_R_HipPitch_Joint,action_R_HipYaw_Joint,action_R_Knee_Joint,action_R_AnklePitch_Joint,action_R_AnkleRoll_Joint,action_WaistYaw_Joint,keybody_err_L_Knee_Link,keybody_err_R_Knee_Link,keybody_err_L_Foot_Link,keybody_err_R_Foot_Link
233,1,0,,0.866226,0.855809,-0.010417,-0.024699,-0.063228,-0.446217,-0.044763,-0.093597,-0.116518,0.327576,0.454638,-0.249431,0.570809,0.443748,1.268007,-0.512330,-0.232778,0.093156,-0.308132,0.181033,-0.842978,0.424608,0.083364,0.154618,-0.068976,0.596227,0.234759,1.189393,-0.434431,-0.097714,0.149303,-0.043249,0.598496,-0.475233,0.288825,0.073465,-0.006875,-0.180455,-0.025419,0.208989,0.078614,-0.077899,-0.135064,-0.056147,-0.264883,-0.417463,-0.367745,0.135782,0.009898,0.161492,0.541632,33.255005,-18.544542,-23.147064,1.358391,23.150879,-42.074326,16.282402,1.237497,48.648144,-20.013855,-27.452999,4.016904,-0.045138,0.753020,0.005317,0.216044,0.073772,0.009572,0.484090,-0.257525,0.117425,0.673331,0.059963,,0.156298,,,,
234,1,0,,0.868681,0.855427,-0.013254,-0.020280,-0.048153,-0.352052,-0.039457,-0.082861,-0.015189,0.301485,0.410741,-0.208753,0.605425,0.370364,1.276967,-0.509895,-0.190330,0.124579,-0.260488,0.278383,-0.796913,0.421974,0.085791,0.135306,-0.058959,0.606587,0.166579,1.159725,-0.434887,-0.062582,0.145317,-0.011121,0.692092,-0.431678,0.279862,0.072070,-0.006678,-0.149794,-0.001163,0.203786,0.117243,-0.075008,-0.127748,-0.020737,-0.249367,-0.413708,-0.365235,0.142112,0.013722,0.141985,6.381433,33.104973,-1.018047,-32.384472,-5.920694,18.657568,-40.449715,35.954777,-13.384363,49.389965,-5.371681,-34.558002,3.898858,-0.031070,0.679789,0.031827,0.264541,0.113013,-0.025236,0.475549,-0.279846,0.105202,0.741321,0.084914,,0.111770,,,,
235,1,0,,0.870598,0.854923,-0.015674,-0.016824,-0.035936,-0.268082,-0.030766,-0.074967,0.079325,0.228549,0.632342,-0.139139,0.639277,0.262360,1.267638,-0.506241,-0.152773,0.165410,-0.191643,0.386387,-0.721727,0.404874,0.097795,0.116324,-0.041237,0.603540,0.083337,1.117343,-0.435528,-0.027847,0.136309,0.016200,0.766114,-0.396401,0.275451,0.073033,-0.006541,-0.097901,0.035738,0.179023,0.150295,-0.070713,-0.124926,0.029101,-0.207843,-0.379726,-0.325326,0.129423,0.024761,0.122865,35.434792,-8.715899,-5.846033,-37.821926,-1.144007,19.369852,-61.516071,32.505093,-19.919464,5.003796,-7.269649,-16.758410,3.782342,0.030529,0.587546,0.072192,0.277696,0.037499,0.039650,0.403131,-0.268019,0.074362,0.786408,0.082900,,0.004431,,,,
236,1,0,,0.871340,0.856656,-0.014684,-0.015937,-0.028673,-0.201284,-0.029932,-0.077389,0.163579,0.207958,1.110908,-0.067413,0.616808,0.154362,1.204946,-0.473335,-0.099798,0.164212,-0.116378,0.494386,-0.632979,0.376289,0.098076,0.107875,-0.009806,0.583307,-0.027120,1.062587,-0.433007,0.008260,0.123556,0.037372,0.780034,-0.373740,0.281259,0.076376,-0.005976,-0.057607,0.033501,0.181483,0.142359,-0.040328,-0.108058,0.040657,-0.153751,-0.285649,-0.259239,0.095030,0.021700,0.113851,33.655235,-7.339811,-5.696930,-42.287357,1.952246,21.900915,-46.138840,44.522415,31.359091,12.488190,-0.617051,-24.529284,3.612950,0.091752,0.489271,0.113441,0.302455,0.046524,0.026051,0.351511,-0.253464,0.061834,0.832154,0.120288,,-0.126098,,,,
237,1,0,,0.871341,0.857891,-0.013451,-0.016763,-0.026225,-0.143450,-0.029825,-0.076324,0.245263,0.218932,1.011736,0.003694,0.596945,0.046361,1.141472,-0.437151,-0.046723,0.162905,-0.053819,0.602362,-0.562330,0.355594,0.099619,0.101545,0.027968,0.546765,-0.160465,0.998310,-0.426494,0.048516,0.108069,0.060477,0.779837,-0.355991,0.292331,0.082766,-0.005647,-0.024274,0.050180,0.206826,0.143162,-0.010658,-0.095239,0.054836,-0.114297,-0.177475,-0.206339,0.063262,0.016853,0.107192,31.219566,-13.129040,-6.333268,-46.622765,2.384510,26.061733,-30.555326,55.005947,42.899097,30.423611,22.779535,-29.518089,3.639827,0.139833,0.389963,0.175882,0.339739,0.091075,0.025595,0.279710,-0.240443,0.050130,0.878148,0.182038,,-0.273211,,,,
238,1,0,,0.871013,0.858128,-0.012884,-0.017910,-0.026598,-0.089876,-0.030410,-0.068129,0.321740,0.259561,0.450507,0.073555,0.582315,-0.061637,1.076454,-0.394419,0.006544,0.161391,-0.016697,0.710286,-0.527914,0.350697,0.103693,0.099453,0.064515,0.498304,-0.308452,0.929249,-0.417108,0.089420,0.090828,0.082807,0.780046,-0.344437,0.310424,0.090163,-0.005411,0.009040,0.084011,0.246815,0.147205,0.022689,-0.082875,0.070562,-0.099504,-0.069760,-0.183477,0.040273,0.013529,0.104863,36.673325,-17.253046,7.981350,-40.333504,2.597461,22.452318,-16.258358,36.297863,43.109436,32.960003,31.052778,-29.386354,3.185620,0.174866,0.341346,0.205645,0.341359,0.086087,0.025471,0.208701,-0.226798,0.040883,0.872291,0.238180,,-0.391664,,,,
239,1,0,,0.869557,0.858148,-0.011409,-0.022140,-0.028079,-0.035399,-0.034307,-0.065612,0.372073,0.311998,0.506085,0.142318,0.553437,-0.169638,1.005645,-0.347621,0.061914,0.152410,0.005129,0.759765,-0.510319,0.350627,0.105040,0.121281,0.097019,0.446742,-0.451845,0.864940,-0.404320,0.119934,0.073525,0.101901,0.780021,-0.345710,0.332703,0.092016,-0.005348,0.045299,0.106695,0.282207,0.140705,0.056699,-0.058020,0.078886,-0.096772,-0.020256,-0.164610,0.017925,0.013023,0.126629,54.054375,-18.431404,22.872574,-29.166275,4.327673,14.164546,-1.855677,44.963585,21.307331,-10.770071,15.377114,-21.041628,3.115386,0.208192,0.311132,0.192777,0.361656,-0.024608,0.050056,0.150550,-0.204406,0.034231,0.812107,0.230105,,-0.500025,,,,
240,1,0,,0.866427,0.858059,-0.008368,-0.028125,-0.028940,0.017107,-0.040077,-0.065769,0.409339,0.363063,0.995677,0.210528,0.517432,-0.277637,0.931939,-0.298790,0.118332,0.139694,0.019302,0.779996,-0.501143,0.352974,0.105022,0.155077,0.122427,0.401390,-0.565265,0.813132,-0.389752,0.139844,0.062824,0.114884,0.780035,-0.361294,0.358097,0.094873,-0.005371,0.088101,0.116041,0.287628,0.118807,0.090962,-0.021512,0.076870,-0.095581,-0.000038,-0.139849,-0.005124,0.010149,0.160449,85.380363,-17.101698,43.265003,-12.469958,4.070361,12.481012,68.493347,6.246179,-6.460032,32.674583,13.643416,-26.959936,3.233834,0.231944,0.327821,0.193554,0.322265,0.012182,0.034871,0.122476,-0.189342,0.089192,0.768665,0.255421,,-0.555636,,,,
241,1,0,,0.862094,0.858200,-0.003894,-0.031096,-0.026017,0.060609,-0.045418,-0.069015,0.431147,0.421351,0.813425,0.264204,0.470161,-0.381065,0.851631,-0.257405,0.145353,0.129639,0.027977,0.780000,-0.498693,0.355730,0.104241,0.199872,0.139313,0.369799,-0.628511,0.778640,-0.376823,0.150737,0.063216,0.123829,0.780022,-0.381356,0.384195,0.098976,-0.005477,0.124891,0.100361,0.247446,0.072991,0.119418,-0.005384,0.066423,-0.095852,-0.000022,-0.117337,-0.028465,0.005265,0.205349,104.325233,-3.638873,39.450050,-1.826172,2.828731,6.993008,122.420280,16.393484,-17.932800,63.461498,16.134439,-30.605501,3.213060,0.245182,0.353043,0.179997,0.336391,0.059491,0.030393,0.132428,-0.181895,0.147585,0.748794,0.284819,,-0.609949,,,,
242,1,0,,0.856518,0.858332,0.001814,-0.030310,-0.020171,0.097701,-0.041426,-0.072220,0.452788,0.476387,0.890973,0.299996,0.423827,-0.476952,0.770883,-0.217560,0.169543,0.129707,0.036900,0.780000,-0.496560,0.358210,0.104025,0.239708,0.151888,0.350061,-0.654977,0.755536,-0.373334,0.155714,0.068317,0.135086,0.780043,-0.396777,0.408638,0.113807,-0.005368,0.148108,0.073766,0.178025,0.015347,0.155773,0.013829,0.061389,-0.098186,-0.000043,-0.099783,-0.050428,-0.009781,0.245075,80.918549,49.097046,7.918283,-28.366749,-3.817641,2.816761,86.664001,73.458282,20.317232,32.428474,-19.813948,-18.007874,3.149223,0.230368,0.303389,0.168332,0.408698,-0.015798,0.097243,0.188122,-0.211489,0.139135,0.812006,0.232319,,-0.663540,,,,
243,1,0,,0.850231,0.858443,0.008213,-0.024880,-0.013675,0.133261,-0.018683,-0.075858,0.474017,0.427817,0.740950,0.299999,0.379369,-0.557753,0.689250,-0.180792,0.188079,0.150037,0.046324,0.780000,-0.495057,0.360138,0.104940,0.269617,0.161331,0.337460,-0.680228,0.741126,-0.380834,0.151140,0.076726,0.149092,0.779982,-0.406746,0.430604,0.139676,-0.005072,0.138668,0.041909,0.122475,-0.051876,0.200042,0.036938,0.073311,-0.102768,0.000018,-0.088311,-0.070467,-0.034736,0.274689,61.439728,41.236549,-3.585600,-20.324810,23.241768,12.152959,84.798531,75.041252,39.598225,2.026406,-37.901680,-16.508600,3.000789,0.219244,0.307509,0.170676,0.431757,-0.077778,0.146190,0.176699,-0.197009,0.151017,0.867977,0.207107,,-0.701101,,,,
244,1,0,,0.846447,0.858211,0.011765,-0.016657,-0.011168,0.165007,-0.005485,-0.078376,0.493485,0.290968,0.488146,0.300000,0.342252,-0.626382,0.616957,-0.154297,0.195355,0.162283,0.055145,0.780000,-0.493684,0.361264,0.107764,0.297999,0.164179,0.334574,-0.700525,0.758163,-0.397282,0.127590,0.091331,0.161197,0.780017,-0.421643,0.438440,0.164639,-0.004675,0.135821,0.007678,0.074143,-0.141206,0.242985,0.067766,0.070952,-0.106052,-0.000018,-0.072041,-0.077177,-0.056874,0.302674,40.886284,-25.646982,27.875866,-67.856819,33.882015,29.256041,57.160934,27.068531,43.405102,-62.775677,-47.930569,7.789506,2.775351,0.193761,0.275351,0.178917,0.387909,-0.229782,0.224880,0.120764,-0.170899,0.166108,0.883952,0.159614,,-0.671698,,,,
245,1,0,,0.844335,0.857807,0.013472,-0.014864,-0.013744,0.189355,0.002934,-0.080304,0.512088,0.182635,0.376152,0.300000,0.308805,-0.688923,0.549334,-0.132941,0.196998,0.170485,0.063665,0.780000,-0.492375,0.361989,0.111546,0.325617,0.163571,0.331601,-0.698404,0.772063,-0.410612,0.116674,0.108696,0.165244,0.779967,-0.457566,0.438438,0.187472,-0.004248,0.136429,-0.022795,0.009481,-0.222729,0.277671,0.080324,0.061789,-0.101579,0.000033,-0.034809,-0.076448,-0.075926,0.329866,27.808832,-8.150444,19.295208,-74.921120,24.599081,30.227087,49.041290,28.055481,48.103848,-64.019737,-39.139305,-0.429309,2.559114,0.178750,0.220159,0.192898,0.379176,-0.309190,0.217175,0.138201,-0.202907,0.180583,0.905145,0.178629,,-0.665695,,,,
246,1,0,,0.843328,0.856645,0.013317,-0.016781,-0.021199,0.207837,0.004804,-0.082355,0.530773,0.146502,0.537019,0.300000,0.288784,-0.726722,0.508361,-0.127297,0.183040,0.174633,0.073430,0.780000,-0.491902,0.361882,0.118285,0.349570,0.159436,0.325887,-0.682303,0.781784,-0.420970,0.107471,0.129552,0.163788,0.780014,-0.510775,0.433657,0.200978,-0.003934,0.140564,-0.037103,-0.044419,-0.273423,0.293672,0.075569,0.045081,-0.090358,-0.000014,0.018873,-0.071775,-0.082693,0.353505,25.815662,-41.634880,42.750622,-75.255791,35.210751,31.214897,82.008713,-6.735262,52.112690,-55.234249,-10.186584,3.552745,2.254744,0.162196,0.107501,0.178556,0.333639,-0.389817,0.227062,0.090246,-0.176350,0.234758,0.925245,0.233108,,-0.595766,,,,
247,1,0,,0.843063,0.855300,0.012237,-0.019730,-0.032484,0.224569,0.006204,-0.084482,0.548726,0.188763,0.567338,0.300000,0.272539,-0.754883,0.477431,-0.124391,0.170645,0.179439,0.083612,0.780000,-0.491400,0.359713,0.126690,0.373028,0.154183,0.316816,-0.663004,0.788459,-0.428882,0.103871,0.153135,0.159704,0.780014,-0.573010,0.428944,0.204484,-0.003712,0.145817,-0.044277,-0.091879,-0.311029,0.304491,0.066774,0.026304,-0.076093,-0.000014,0.081610,-0.069230,-0.077794,0.376740,43.595249,-35.384312,45.333561,-74.991364,35.845062,33.947876,78.230347,-28.134754,48.678677,-23.467968,0.397518,-0.203711,2.138441,0.169711,0.083269,0.191021,0.300723,-0.407016,0.206021,0.079709,-0.178136,0.260501,0.918659,0.254663,,-0.561199,,,,
248,1,0,,0.843428,0.853586,0.010158,-0.021479,-0.042286,0.236875,0.006703,-0.086707,0.565214,0.254083,0.459807,0.300000,0.263852,-0.763758,0.466594,-0.126959,0.161386,0.185567,0.094626,0.780000,-0.490840,0.353419,0.138428,0.395492,0.148150,0.307642,-0.648550,0.790953,-0.433959,0.105387,0.178613,0.150803,0.780010,-0.627136,0.432311,0.197101,-0.003501,0.151850,-0.043790,-0.115208,-0.324359,0.307001,0.055998,0.006955,-0.056177,-0.000010,0.136296,-0.078891,-0.058674,0.398993,46.701431,-30.744768,47.502922,-78.506516,36.271149,23.316874,110.835815,-37.732891,46.302738,8.852197,9.984828,-7.729306,2.050841,0.162319,0.006634,0.159910,0.270504,-0.380080,0.164577,0.076285,-0.181176,0.316310,0.913341,0.290891,,-0.534995,,,,
249,1,0,,0.844223,0.851728,0.007505,-0.021182,-0.051215,0.242892,0.007379,-0.086084,0.576700,0.336040,0.634815,0.300000,0.259475,-0.766719,0.469203,-0.134885,0.148111,0.193020,0.103591,0.780000,-0.487231,0.344691,0.152505,0.419748,0.141192,0.296536,-0.640445,0.788814,-0.436595,0.106908,0.206691,0.139621,0.780011,-0.665194,0.433182,0.184380,-0.003281,0.158808,-0.037061,-0.126274,-0.319612,0.301710,0.041203,-0.013671,-0.036030,-0.000011,0.177963,-0.088491,-0.031876,0.423029,59.176586,-38.370911,50.237843,-80.864136,38.977726,22.472052,109.206268,-27.312346,47.211002,10.077992,-0.575977,-7.720613,1.924570,0.164005,0.021176,0.160416,0.272058,-0.379262,0.146275,0.051188,-0.169495,0.344761,0.908436,0.260218,,-0.541903,,,,
250,1,0,,0.845241,0.849798,0.004558,-0.022602,-0.061378,0.243591,0.008171,-0.084040,0.585682,0.427808,0.785290,0.300000,0.257256,-0.766719,0.478540,-0.145493,0.132828,0.201135,0.111531,0.780000,-0.482098,0.334745,0.167752,0.444899,0.137656,0.282162,-0.637506,0.783584,-0.437343,0.107860,0.233880,0.127938,0.780010,-0.691603,0.425161,0.171713,-0.003066,0.162344,-0.024907,-0.129213,-0.305044,0.291850,0.024968,-0.032746,-0.016407,-0.000010,0.209505,-0.090416,-0.003962,0.447965,73.103134,-32.825180,47.352783,-74.197639,38.569103,24.484438,94.189819,-25.234503,48.458370,5.267943,-4.295313,-6.882411,1.805990,0.178847,0.056210,0.159882,0.260343,-0.390533,0.137188,0.038944,-0.163183,0.358134,0.896454,0.230992,,-0.549063,,,,
251,1,0,,0.846183,0.847382,0.001199,-0.026340,-0.071097,0.242346,0.006492,-0.080788,0.592599,0.505672,0.698948,0.300000,0.257366,-0.766719,0.497536,-0.171765,0.082677,0.211995,0.117358,0.780000,-0.481567,0.323260,0.188300,0.467000,0.137929,0.268330,-0.636777,0.777748,-0.436843,0.107929,0.259204,0.114217,0.780010,-0.711724,0.415300,0.162748,-0.002843,0.162071,-0.010964,-0.129942,-0.280212,0.265078,-0.025251,-0.047209,0.003141,-0.000010,0.230157,-0.092040,0.025552,0.469843,65.445778,-6.778611,38.047527,-77.988106,33.350609,11.951671,87.398537,-10.876112,47.431454,-3.045159,-2.097995,-4.072172,1.725420,0.182099,0.015123,0.132944,0.256905,-0.412275,0.141293,0.056955,-0.185941,0.376619,0.908862,0.226650,,-0.580550,,,,
252,1,0,,0.846973,0.845288,-0.001686,-0.029061,-0.078995,0.244103,0.004736,-0.077619,0.599570,0.589028,0.494852,0.300000,0.260225,-0.765631,0.520970,-0.197725,0.038306,0.224476,0.122931,0.780000,-0.482356,0.308377,0.211011,0.487276,0.137341,0.258478,-0.633690,0.773455,-0.435734,0.108550,0.284211,0.100338,0.780003,-0.724382,0.405771,0.156527,-0.002561,0.162659,0.001747,-0.131941,-0.252485,0.238008,-0.070244,-0.059735,0.022593,-0.000003,0.242026,-0.097394,0.054485,0.489838,38.384384,4.623127,38.746563,-80.719185,28.266138,-11.355634,90.202248,-2.849933,46.013874,4.950586,-2.684928,-3.583370,1.498907,0.159245,-0.013194,0.086417,0.252783,-0.392130,0.139136,0.066052,-0.202204,0.402738,0.910985,0.214662,,-0.572108,,,,
253,1,0,,0.847815,0.843836,-0.003979,-0.035195,-0.084896,0.255114,0.002800,-0.074624,0.606655,0.742819,0.725969,0.300000,0.268587,-0.762366,0.553284,-0.223058,0.005516,0.240201,0.127995,0.780000,-0.485784,0.286692,0.238050,0.503905,0.138846,0.254256,-0.621086,0.771001,-0.433173,0.109199,0.299994,0.091251,0.780016,-0.724337,0.394493,0.152514,-0.002380,0.161154,0.014331,-0.141280,-0.217717,0.210116,-0.103683,-0.059793,0.036744,-0.000017,0.238553,-0.107800,0.085536,0.506285,23.510576,16.906656,22.549101,-72.556702,19.077652,-15.653053,139.016891,6.526480,49.972630,-1.528044,-5.397243,-1.929445,3.205540,0.166195,0.047644,0.077518,0.267908,-0.362582,0.142652,0.087522,-0.218708,0.400365,0.906827,0.195301,,-0.572201,,,,
254,1,0,,0.849680,0.842354,-0.007327,-0.046162,-0.089551,0.281785,-0.001713,-0.075511,0.619230,0.840996,0.689607,0.300000,0.279598,-0.752164,0.593642,-0.254454,-0.007138,0.260755,0.133759,0.780000,-0.502995,0.257387,0.271722,0.514051,0.140848,0.253500,-0.593288,0.765157,-0.426119,0.109542,0.299907,0.089436,0.780002,-0.716300,0.379886,0.150444,-0.002217,0.159152,0.026098,-0.158875,-0.171515,0.171665,-0.116680,-0.039151,0.044324,-0.000002,0.213304,-0.122499,0.121278,0.516268,-27.551575,-10.617354,18.968834,-74.881691,22.717449,-28.198725,165.386703,3.570486,47.658432,-19.584791,-7.497690,0.076754,1.313618,0.124025,0.038506,0.037025,0.273110,-0.380579,0.148346,0.059450,-0.195421,0.420644,0.912591,0.170693,,-0.542023,,,,
255,1,0,,0.851784,0.840856,-0.010928,-0.055127,-0.094861,0.314646,-0.007558,-0.078271,0.634572,0.933641,0.598289,0.300000,0.291934,-0.738490,0.638026,-0.288887,-0.009716,0.283726,0.139875,0.780000,-0.527104,0.224268,0.308714,0.520953,0.139454,0.253130,-0.559373,0.759150,-0.417763,0.109626,0.299917,0.089195,0.780000,-0.715896,0.360726,0.148885,-0.001895,0.160546,0.038804,-0.179116,-0.121124,0.128876,-0.119342,-0.016190,0.050680,0.000000,0.188792,-0.136458,0.159829,0.522848,-2.952822,18.829903,23.142759,-71.569550,-4.564146,-20.529394,166.024307,17.275480,48.445648,-23.978638,-8.426764,-0.901364,1.125582,0.133482,0.122481,0.062197,0.286786,-0.411373,0.144317,0.093652,-0.246341,0.415404,0.899607,0.142665,,-0.499181,,,,
256,1,0,,0.853532,0.840000,-0.013532,-0.063602,-0.099262,0.355107,-0.027272,-0.082301,0.665726,0.992689,0.848877,0.300000,0.303428,-0.709028,0.671216,-0.317165,-0.005691,0.293490,0.150552,0.780000,-0.555819,0.167961,0.354703,0.514864,0.136172,0.257928,-0.516290,0.758891,-0.412731,0.109723,0.299928,0.088988,0.779916,-0.725737,0.342993,0.145457,-0.001543,0.163828,0.045500,-0.192738,-0.087675,0.095566,-0.115414,-0.006438,0.061565,0.000084,0.169918,-0.175032,0.209246,0.516407,-17.391754,39.069016,36.316925,-71.597244,-24.601301,-22.332172,176.800247,14.113058,44.653641,-31.888464,-5.503153,-2.846190,0.924249,0.116016,0.088134,0.056892,0.284159,-0.458038,0.132636,0.132177,-0.289493,0.425207,0.893291,0.135745,,-0.427887,,,,
257,1,0,,0.854969,0.839595,-0.015374,-0.071336,-0.101932,0.407593,-0.049416,-0.084433,0.702531,1.044643,1.162962,0.300000,0.316684,-0.675162,0.703089,-0.343643,-0.005730,0.300000,0.161052,0.780000,-0.583514,0.104740,0.381961,0.503303,0.129260,0.269751,-0.461192,0.765724,-0.412251,0.110124,0.299925,0.088918,0.779786,-0.748072,0.327181,0.138893,-0.001209,0.170740,0.046933,-0.213969,-0.062635,0.068608,-0.115853,0.000075,0.072133,0.000214,0.164558,-0.222441,0.243068,0.504512,-20.015728,36.964325,38.038731,-74.001984,-28.770552,-9.275512,163.251328,17.144339,34.915329,-48.186115,-6.355165,-4.790273,0.742890,0.099101,0.204295,0.088760,0.286706,-0.538758,0.116898,0.154401,-0.305713,0.409137,0.848943,0.118502,,-0.358080,,,,
258,1,0,,0.856335,0.840092,-0.016243,-0.078065,-0.102921,0.472305,-0.076172,-0.082941,0.750471,1.079334,1.525877,0.300000,0.333464,-0.632487,0.732330,-0.366516,-0.013905,0.300000,0.171192,0.780000,-0.609163,0.027694,0.371719,0.480792,0.116229,0.288354,-0.391777,0.778745,-0.413522,0.110755,0.299910,0.087941,0.779754,-0.784990,0.315700,0.128487,-0.000977,0.183771,0.045109,-0.240710,-0.046415,0.047006,-0.124660,0.000091,0.083251,0.000246,0.175827,-0.288006,0.243233,0.481769,-45.664692,37.916836,34.270454,-70.639236,-28.394377,-0.288354,132.621140,-10.367513,31.286942,-54.900650,-4.085213,-6.949167,0.535058,0.051469,0.217404,0.106253,0.254466,-0.630400,0.094726,0.185638,-0.310762,0.391031,0.833314,0.121515,,-0.280965,,,,
259,1,0,,0.857893,0.841774,-0.016118,-0.083104,-0.100919,0.546159,-0.104668,-0.079375,0.803941,1.111172,1.379401,0.300000,0.349203,-0.586899,0.757681,-0.387991,-0.018691,0.300000,0.174574,0.780000,-0.647052,-0.032584,0.296324,0.449242,0.095818,0.313391,-0.309490,0.795766,-0.416487,0.110867,0.299939,0.082162,0.779762,-0.836243,0.314481,0.111814,-0.000910,0.204182,0.035812,-0.277409,-0.038085,0.028497,-0.129558,0.000061,0.092413,0.000238,0.189191,-0.347065,0.184510,0.450152,-25.055822,34.193069,46.810841,-69.796623,-30.049047,11.763446,118.240318,-24.713768,5.164254,-59.801914,4.005783,-12.194498,0.500829,0.030152,0.233281,0.129917,0.221325,-0.715437,0.056650,0.219093,-0.325152,0.374123,0.788523,0.156109,,-0.156685,,,,
260,1,0,,0.859890,0.844051,-0.015839,-0.085000,-0.097403,0.622401,-0.133826,-0.073830,0.860057,1.114400,1.003559,0.299999,0.364421,-0.539855,0.781085,-0.408764,-0.021782,0.300000,0.174574,0.780000,-0.691065,-0.084468,0.188325,0.413168,0.067129,0.339509,-0.221057,0.813929,-0.420860,0.110380,0.299925,0.067905,0.767912,-0.896856,0.317660,0.088910,-0.000951,0.232870,0.024912,-0.318798,-0.032844,0.012096,-0.132162,0.000075,0.106670,0.012088,0.205791,-0.402128,0.099415,0.414119,-53.074490,18.620361,49.063126,-70.554573,-30.549271,22.692984,74.930779,-41.099701,-7.214914,-42.245346,4.370530,-15.445739,0.532263,-0.037352,0.244062,0.152157,0.175067,-0.766284,0.015457,0.224398,-0.327508,0.350451,0.743978,0.162950,,-0.056449,,,,
261,1,0,,0.862536,0.847888,-0.014648,-0.081709,-0.093910,0.698498,-0.139871,-0.069366,0.945493,1.069475,0.415658,0.263741,0.368517,-0.469370,0.779466,-0.415167,-0.013167,0.300000,0.180810,0.779730,-0.726516,-0.092647,0.080324,0.341405,0.027717,0.362587,-0.126638,0.830377,-0.422922,0.109815,0.299606,0.045797,0.739642,-0.959963,0.326750,0.060441,-0.000989,0.236024,0.005930,-0.342732,-0.050911,0.007755,-0.122982,0.000394,0.135013,0.040088,0.233448,-0.419397,0.019883,0.342394,-41.654335,20.734022,49.684704,-71.723320,-22.140385,28.459322,10.203498,-36.873569,-9.302982,-42.328884,7.762763,-21.659573,0.572523,-0.094180,0.264140,0.171953,0.141158,-0.830755,-0.032310,0.245418,-0.309465,0.306493,0.699212,0.190469,,0.083466,,,,
262,1,0,,0.865635,0.851780,-0.013855,-0.075765,-0.089704,0.770539,-0.134811,-0.065432,1.023033,1.047232,0.264600,0.218182,0.371247,-0.399203,0.779125,-0.420025,0.000827,0.300000,0.180740,0.767165,-0.755147,-0.077224,-0.021236,0.272239,-0.014728,0.381595,-0.035247,0.843157,-0.423341,0.107897,0.297605,0.014512,0.699174,-1.023942,0.347363,0.030434,-0.001069,0.232910,-0.010348,-0.363957,-0.064032,0.003317,-0.107070,0.002395,0.166227,0.067991,0.268795,-0.424587,-0.051671,0.273308,12.569654,7.364754,52.130707,-78.582443,-23.319025,29.318501,24.537271,-63.591995,-5.541266,-21.193037,12.908053,-16.768959,0.637084,-0.100145,0.177390,0.189030,0.061011,-0.860015,-0.054744,0.241858,-0.309770,0.308117,0.654737,0.242221,,0.142231,,,,
